timestamp,t_c10,v_c10,mt_c10
2024-06-01 00:00:07.541000+00:00,32.970001220703125,-0.0,-0.0
2024-06-01 00:01:04.389000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:02:04.204000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:03:04.816000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:04:04.580000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:05:04.545000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:06:05.229000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:07:04.488000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:08:04.513000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:09:04.690000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:10:04.749000+00:00,32.90999984741211,-0.0,-0.0
2024-06-01 00:11:04.849000+00:00,32.88999938964844,-0.0,-0.0
2024-06-01 00:12:04.921000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:13:05.048000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:14:04.668000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:15:04.810000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:16:04.177000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:17:04.891000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:18:04.342000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:19:05.038000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:20:04.893000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:21:04.405000+00:00,32.779998779296875,-0.0,-0.0
2024-06-01 00:22:04.057000+00:00,32.720001220703125,-0.0,-0.0
2024-06-01 00:23:04.279000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:24:05.289000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:25:05.095000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:26:04.869000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:27:04.600000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:28:04.841000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:29:04.949000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:30:05.047000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:31:04.238000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:32:04.541000+00:00,32.65999984741211,-0.0,-0.0
2024-06-01 00:33:04.985000+00:00,32.630001068115234,-0.0,-0.0
2024-06-01 00:34:04.126000+00:00,32.59000015258789,-0.0,-0.0
2024-06-01 00:35:04.090000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:36:04.648000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:37:04.736000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:38:04.943000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:39:05.235000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:40:04.398000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:41:04.441000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:42:04.828000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:43:04.726000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:44:04.461000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:45:04.568000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:46:04.415000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:47:05.087000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:48:04.691000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:49:04.679000+00:00,32.529998779296875,-0.0,-0.0
2024-06-01 00:50:04.970000+00:00,32.5,-0.0,-0.0
2024-06-01 00:51:04.295000+00:00,32.439998626708984,-0.0,-0.0
2024-06-01 00:52:05.131000+00:00,32.459999084472656,-0.0,-0.0
2024-06-01 00:53:04.364000+00:00,32.439998626708984,-0.0,-0.0
2024-06-01 00:54:05.183000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 00:55:04.465000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 00:56:04.980000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 00:57:04.084000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 00:58:04.200000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 00:59:04.543000+00:00,32.40999984741211,-0.0,-0.0
2024-06-01 01:00:06.342000+00:00,33.86000061035156,-0.0,-0.0
2024-06-01 01:01:04.980000+00:00,38.09000015258789,-1316.75,-209948862.23605156
2024-06-01 01:02:04.265000+00:00,39.52999877929688,-1241.3800048828125,-205414345.8250895
2024-06-01 01:03:05.036000+00:00,40.22999954223633,-1181.8800048828125,-199031876.18396223
2024-06-01 01:04:04.114000+00:00,41.02000045776367,-1151.6300048828125,-197746067.88877833
2024-06-01 01:05:04.420000+00:00,41.86000061035156,-1125.0,-197129207.8742981
2024-06-01 01:06:05.332000+00:00,42.369998931884766,-1041.06005859375,-184643261.0067203
2024-06-01 01:07:05.207000+00:00,42.90999984741211,-1015.22998046875,-182356887.63311148
2024-06-01 01:08:04.503000+00:00,43.470001220703125,-946.3699951171876,-172206618.47271827
2024-06-01 01:09:04.206000+00:00,43.90999984741211,-912.780029296875,-167775595.5847557
2024-06-01 01:10:04.411000+00:00,44.22999954223633,-878.0499877929688,-162568126.2363892
2024-06-01 01:11:04.870000+00:00,44.560001373291016,-872.9400024414062,-162827897.4639706
2024-06-01 01:12:04.751000+00:00,44.88999938964844,-876.77001953125,-164753448.81582075
2024-06-01 01:13:05.046000+00:00,45.220001220703125,-878.0499877929688,-166206894.48203522
2024-06-01 01:14:04.356000+00:00,45.65999984741211,-876.3400268554688,-167497287.47161266
2024-06-01 01:15:04.677000+00:00,45.97999954223633,-867.0499877929688,-166883086.36304477
2024-06-01 01:16:04.596000+00:00,46.310001373291016,-864.1400146484375,-167516709.5596452
2024-06-01 01:17:05.017000+00:00,46.58000183105469,-859.1900024414062,-167528206.91875002
2024-06-01 01:18:04.873000+00:00,46.75,-855.1099853515625,-167341176.1383667
2024-06-01 01:19:04.940000+00:00,46.970001220703125,-854.7000122070312,-168048060.941503
2024-06-01 01:20:04.489000+00:00,47.16999816894531,-856.3300170898438,-169085455.22545755
2024-06-01 01:21:04.027000+00:00,47.27999877929688,-854.2899780273438,-169076010.68919697
2024-06-01 01:22:04.352000+00:00,47.38999938964844,-856.3300170898438,-169874071.04052523
2024-06-01 01:23:04.754000+00:00,47.5,-854.7000122070312,-169944276.92718506
2024-06-01 01:24:04.532000+00:00,47.61000061035156,-853.8900146484375,-170176405.4403977
2024-06-01 01:25:04.217000+00:00,47.720001220703125,-853.0800170898438,-170407788.0065197
2024-06-01 01:26:05.100000+00:00,47.810001373291016,-851.8699951171875,-170487012.99404636
2024-06-01 01:27:04.601000+00:00,47.91999816894531,-852.27001953125,-170959495.76775944
2024-06-01 01:28:04.639000+00:00,48.04999923706055,-853.0800170898438,-171586208.59695363
2024-06-01 01:29:04.361000+00:00,48.13999938964844,-852.6799926757812,-171826987.97272798
2024-06-01 01:30:05.835000+00:00,48.16999816894531,-852.6799926757812,-171934063.16913003
2024-06-01 01:31:04.483000+00:00,48.25,-853.8900146484375,-172464008.76361084
2024-06-01 01:32:04.436000+00:00,48.36000061035156,-854.2899780273438,-172938159.71301872
2024-06-01 01:33:04.136000+00:00,48.470001220703125,-853.0800170898438,-173086032.72017327
2024-06-01 01:34:04.614000+00:00,48.58000183105469,-852.6799926757812,-173397496.80459434
2024-06-01 01:35:04.891000+00:00,48.66999816894531,-853.47998046875,-173881705.99669826
2024-06-01 01:36:04.825000+00:00,48.77999877929688,-852.6799926757812,-174111349.60176706
2024-06-01 01:37:05.064000+00:00,48.90999984741211,-854.7000122070312,-174988938.0753091
2024-06-01 01:38:04.182000+00:00,49.0,-855.510009765625,-175477080.1430664
2024-06-01 01:39:05.523000+00:00,49.119998931884766,-854.7000122070312,-175740267.39248967
2024-06-01 01:40:04.896000+00:00,49.33000183105469,-853.489990234375,-176241746.4014693
2024-06-01 01:41:04.992000+00:00,49.43999862670898,-853.0800170898438,-176549886.6200304
2024-06-01 01:42:04.853000+00:00,49.52999877929688,-851.8699951171875,-176620399.5592947
2024-06-01 01:43:05.026000+00:00,49.77000045776367,-851.469970703125,-177392888.2413562
2024-06-01 01:44:04.411000+00:00,49.86000061035156,-853.0800170898438,-178049710.7432501
2024-06-01 01:45:05.073000+00:00,49.95000076293945,-850.6599731445312,-177865091.96349385
2024-06-01 01:46:03.844000+00:00,50.060001373291016,-847.4600219726562,-177586235.52970105
2024-06-01 01:47:04.539000+00:00,50.20000076293945,-847.4600219726562,-178082878.8357755
2024-06-01 01:48:04.422000+00:00,50.27999877929688,-849.0599975585938,-178703419.39237165
2024-06-01 01:49:04.392000+00:00,50.38999938964844,-849.4600219726562,-179178757.89283592
2024-06-01 01:50:04.934000+00:00,50.5,-849.8599853515625,-179654451.88342285
2024-06-01 01:51:04.449000+00:00,50.61000061035156,-850.260009765625,-180130527.14083764
2024-06-01 01:52:05.036000+00:00,50.61000061035156,-839.1599731445312,-177778945.9481724
2024-06-01 01:53:03.937000+00:00,50.720001220703125,-839.9400024414062,-178330958.77512312
2024-06-01 01:54:04.407000+00:00,50.720001220703125,-839.9400024414062,-178330958.77512312
2024-06-01 01:55:04.932000+00:00,50.810001373291016,-841.52001953125,-178983453.19487324
2024-06-01 01:56:04.619000+00:00,50.810001373291016,-838.77001953125,-178398553.8640646
2024-06-01 01:57:04.504000+00:00,50.810001373291016,-839.9400024414062,-178647398.30814022
2024-06-01 01:58:04.863000+00:00,50.91999816894531,-842.7000122070312,-179622444.9668196
2024-06-01 01:59:04.805000+00:00,50.91999816894531,-841.1199951171875,-179285662.56661078
2024-06-01 02:00:05.359000+00:00,50.91999816894531,-839.1599731445312,-178867881.70293766
2024-06-01 02:01:05.170000+00:00,50.91999816894531,-839.1599731445312,-178867881.70293766
2024-06-01 02:02:04.661000+00:00,50.93000030517578,-840.3400268554688,-179154595.61210307
2024-06-01 02:03:04.752000+00:00,51.02000045776367,-840.3400268554688,-179471185.85057342
2024-06-01 02:04:04.581000+00:00,51.04999923706055,-839.9400024414062,-179491228.12123042
2024-06-01 02:05:04.783000+00:00,51.04999923706055,-839.5499877929688,-179407883.82517377
2024-06-01 02:06:04.998000+00:00,51.04999923706055,-840.3400268554688,-179576711.4571233
2024-06-01 02:07:04.692000+00:00,51.13999938964844,-842.7000122070312,-180398508.56814316
2024-06-01 02:08:04.524000+00:00,51.13999938964844,-841.1199951171875,-180060271.0905223
2024-06-01 02:09:04.913000+00:00,51.22999954223633,-841.1199951171875,-180377155.17473376
2024-06-01 02:10:04.699000+00:00,51.22999954223633,-841.510009765625,-180460793.33952597
2024-06-01 02:11:04.812000+00:00,51.310001373291016,-841.9099731445312,-180828510.2622846
2024-06-01 02:12:04.412000+00:00,51.34000015258789,-840.3400268554688,-180596837.0498412
2024-06-01 02:13:05.142000+00:00,51.34000015258789,-844.6699829101562,-181527384.61755317
2024-06-01 02:14:04.706000+00:00,51.470001220703125,-872.0900268554688,-187894783.2901634
2024-06-01 02:15:05.084000+00:00,51.470001220703125,-869.5700073242188,-187351836.45081183
2024-06-01 02:16:04.242000+00:00,51.560001373291016,-870.4099731445312,-187860728.77301535
2024-06-01 02:17:05.337000+00:00,51.560001373291016,-868.3099975585938,-187407490.69423443
2024-06-01 02:18:05.016000+00:00,51.66999816894531,-882.3499755859375,-190844016.51343566
2024-06-01 02:19:04.589000+00:00,51.66999816894531,-903.1599731445312,-195345023.62807804
2024-06-01 02:20:04.782000+00:00,51.77999877929688,-916.5,-198652360.13681033
2024-06-01 02:21:04.601000+00:00,51.869998931884766,-948.8699951171876,-206026069.26068413
