2024-06-21T00:00:07.107Z,550,2024-06-21T00:00:06.284Z,2024-06-21T00:00:06.284Z,Good (0x00000000)
2024-06-21T00:01:04.427Z,550,2024-06-21T00:01:03.588Z,2024-06-21T00:01:03.588Z,Good (0x00000000)
2024-06-21T00:02:04.319Z,550,2024-06-21T00:02:03.485Z,2024-06-21T00:02:03.485Z,Good (0x00000000)
2024-06-21T00:03:04.445Z,550,2024-06-21T00:03:03.611Z,2024-06-21T00:03:03.611Z,Good (0x00000000)
2024-06-21T00:04:03.764Z,550,2024-06-21T00:04:02.924Z,2024-06-21T00:04:02.924Z,Good (0x00000000)
2024-06-21T00:05:03.943Z,550,2024-06-21T00:05:03.102Z,2024-06-21T00:05:03.102Z,Good (0x00000000)
2024-06-21T00:06:05.045Z,550,2024-06-21T00:06:04.211Z,2024-06-21T00:06:04.211Z,Good (0x00000000)
2024-06-21T00:07:04.430Z,551,2024-06-21T00:07:03.593Z,2024-06-21T00:07:03.593Z,Good (0x00000000)
2024-06-21T00:08:04.119Z,551,2024-06-21T00:08:03.279Z,2024-06-21T00:08:03.279Z,Good (0x00000000)
2024-06-21T00:09:04.187Z,550,2024-06-21T00:09:03.345Z,2024-06-21T00:09:03.345Z,Good (0x00000000)
2024-06-21T00:10:04.660Z,551,2024-06-21T00:10:03.819Z,2024-06-21T00:10:03.819Z,Good (0x00000000)
2024-06-21T00:11:04.110Z,551,2024-06-21T00:11:03.269Z,2024-06-21T00:11:03.269Z,Good (0x00000000)
2024-06-21T00:12:04.197Z,551,2024-06-21T00:12:03.357Z,2024-06-21T00:12:03.357Z,Good (0x00000000)
2024-06-21T00:13:04.121Z,551,2024-06-21T00:13:03.280Z,2024-06-21T00:13:03.280Z,Good (0x00000000)
2024-06-21T00:14:04.001Z,551,2024-06-21T00:14:03.158Z,2024-06-21T00:14:03.158Z,Good (0x00000000)
2024-06-21T00:15:04.788Z,551,2024-06-21T00:15:03.945Z,2024-06-21T00:15:03.945Z,Good (0x00000000)
2024-06-21T00:16:03.556Z,550,2024-06-21T00:16:02.722Z,2024-06-21T00:16:02.722Z,Good (0x00000000)
2024-06-21T00:17:03.961Z,551,2024-06-21T00:17:03.118Z,2024-06-21T00:17:03.118Z,Good (0x00000000)
2024-06-21T00:18:04.147Z,551,2024-06-21T00:18:03.303Z,2024-06-21T00:18:03.303Z,Good (0x00000000)
2024-06-21T00:19:04.302Z,551,2024-06-21T00:19:03.459Z,2024-06-21T00:19:03.459Z,Good (0x00000000)
2024-06-21T00:20:04.049Z,551,2024-06-21T00:20:03.212Z,2024-06-21T00:20:03.212Z,Good (0x00000000)
2024-06-21T00:21:04.115Z,550,2024-06-21T00:21:03.270Z,2024-06-21T00:21:03.270Z,Good (0x00000000)
2024-06-21T00:22:04.499Z,550,2024-06-21T00:22:03.656Z,2024-06-21T00:22:03.656Z,Good (0x00000000)
2024-06-21T00:23:04.235Z,550,2024-06-21T00:23:03.395Z,2024-06-21T00:23:03.395Z,Good (0x00000000)
2024-06-21T00:24:04.013Z,550,2024-06-21T00:24:03.173Z,2024-06-21T00:24:03.173Z,Good (0x00000000)
2024-06-21T00:25:04.823Z,550,2024-06-21T00:25:03.976Z,2024-06-21T00:25:03.976Z,Good (0x00000000)
2024-06-21T00:26:04.533Z,550,2024-06-21T00:26:03.696Z,2024-06-21T00:26:03.696Z,Good (0x00000000)
2024-06-21T00:27:04.230Z,550,2024-06-21T00:27:03.391Z,2024-06-21T00:27:03.391Z,Good (0x00000000)
2024-06-21T00:28:04.814Z,550,2024-06-21T00:28:03.979Z,2024-06-21T00:28:03.979Z,Good (0x00000000)
2024-06-21T00:29:04.251Z,549,2024-06-21T00:29:03.404Z,2024-06-21T00:29:03.404Z,Good (0x00000000)
2024-06-21T00:30:04.694Z,549,2024-06-21T00:30:03.848Z,2024-06-21T00:30:03.848Z,Good (0x00000000)
2024-06-21T00:31:04.386Z,549,2024-06-21T00:31:03.546Z,2024-06-21T00:31:03.546Z,Good (0x00000000)
2024-06-21T00:32:04.133Z,549,2024-06-21T00:32:03.287Z,2024-06-21T00:32:03.287Z,Good (0x00000000)
2024-06-21T00:33:03.893Z,549,2024-06-21T00:33:03.048Z,2024-06-21T00:33:03.048Z,Good (0x00000000)
2024-06-21T00:34:03.919Z,549,2024-06-21T00:34:03.072Z,2024-06-21T00:34:03.072Z,Good (0x00000000)
2024-06-21T00:35:04.960Z,549,2024-06-21T00:35:04.112Z,2024-06-21T00:35:04.112Z,Good (0x00000000)
2024-06-21T00:36:04.115Z,548,2024-06-21T00:36:03.268Z,2024-06-21T00:36:03.268Z,Good (0x00000000)
2024-06-21T00:37:03.892Z,548,2024-06-21T00:37:03.052Z,2024-06-21T00:37:03.052Z,Good (0x00000000)
2024-06-21T00:38:04.527Z,548,2024-06-21T00:38:03.689Z,2024-06-21T00:38:03.689Z,Good (0x00000000)
2024-06-21T00:39:04.497Z,548,2024-06-21T00:39:03.653Z,2024-06-21T00:39:03.653Z,Good (0x00000000)
2024-06-21T00:40:04.816Z,548,2024-06-21T00:40:03.974Z,2024-06-21T00:40:03.974Z,Good (0x00000000)
2024-06-21T00:41:03.896Z,548,2024-06-21T00:41:03.049Z,2024-06-21T00:41:03.049Z,Good (0x00000000)
2024-06-21T00:42:04.694Z,547,2024-06-21T00:42:03.846Z,2024-06-21T00:42:03.846Z,Good (0x00000000)
2024-06-21T00:43:03.948Z,547,2024-06-21T00:43:03.100Z,2024-06-21T00:43:03.100Z,Good (0x00000000)
2024-06-21T00:44:04.379Z,547,2024-06-21T00:44:03.530Z,2024-06-21T00:44:03.530Z,Good (0x00000000)
2024-06-21T00:45:04.614Z,547,2024-06-21T00:45:03.764Z,2024-06-21T00:45:03.764Z,Good (0x00000000)
2024-06-21T00:46:03.898Z,547,2024-06-21T00:46:03.052Z,2024-06-21T00:46:03.052Z,Good (0x00000000)
2024-06-21T00:47:04.014Z,547,2024-06-21T00:47:03.169Z,2024-06-21T00:47:03.169Z,Good (0x00000000)
2024-06-21T00:48:04.581Z,547,2024-06-21T00:48:03.728Z,2024-06-21T00:48:03.728Z,Good (0x00000000)
2024-06-21T00:49:04.092Z,547,2024-06-21T00:49:03.241Z,2024-06-21T00:49:03.241Z,Good (0x00000000)
2024-06-21T00:50:04.495Z,547,2024-06-21T00:50:03.644Z,2024-06-21T00:50:03.644Z,Good (0x00000000)
2024-06-21T00:51:04.276Z,547,2024-06-21T00:51:03.436Z,2024-06-21T00:51:03.436Z,Good (0x00000000)
