datetime,TVHGWP1
2023-12-31 23:00:06,65.08999633789062
2023-12-31 23:00:36,65.95999908447266
2023-12-31 23:01:06,66.69999694824219
2023-12-31 23:01:36,67.37000274658203
2023-12-31 23:02:06,67.98999786376953
2023-12-31 23:02:36,68.58000183105469
2023-12-31 23:03:06,69.08999633789062
2023-12-31 23:03:36,69.52999877929688
2023-12-31 23:04:06,69.91999816894531
2023-12-31 23:04:36,70.37000274658203
2023-12-31 23:05:06,70.72000122070312
2023-12-31 23:05:36,71.08000183105469
2023-12-31 23:06:06,71.33000183105469
2023-12-31 23:06:36,71.66999816894531
2023-12-31 23:07:06,71.91999816894531
2023-12-31 23:07:36,72.16000366210938
2023-12-31 23:08:06,72.38999938964844
2023-12-31 23:08:36,72.62000274658203
2023-12-31 23:09:06,72.7699966430664
2023-12-31 23:09:36,72.9800033569336
2023-12-31 23:10:06,73.11000061035156
2023-12-31 23:10:36,73.25
2023-12-31 23:11:06,73.43000030517578
2023-12-31 23:11:36,73.58999633789062
2023-12-31 23:12:06,73.58999633789062
2023-12-31 23:12:36,73.7300033569336
2023-12-31 23:13:06,73.83999633789062
2023-12-31 23:13:36,73.97000122070312
2023-12-31 23:14:06,74.08999633789062
2023-12-31 23:14:36,74.20999908447266
2023-12-31 23:15:06,74.22000122070312
2023-12-31 23:15:36,74.33999633789062
2023-12-31 23:16:06,74.22000122070312
2023-12-31 23:16:36,74.08999633789062
2023-12-31 23:17:06,73.97000122070312
2023-12-31 23:17:36,73.80999755859375
2023-12-31 23:18:06,73.58999633789062
2023-12-31 23:18:36,73.47000122070312
2023-12-31 23:19:06,73.36000061035156
2023-12-31 23:19:36,73.30000305175781
2023-12-31 23:20:06,73.25
2023-12-31 23:20:36,73.25
2023-12-31 23:21:06,73.25
2023-12-31 23:21:36,73.25
2023-12-31 23:22:06,73.25
2023-12-31 23:22:36,73.25
2023-12-31 23:23:06,73.25
2023-12-31 23:23:36,73.25
2023-12-31 23:24:06,73.36000061035156
2023-12-31 23:24:36,73.36000061035156
2023-12-31 23:25:06,73.36000061035156
2023-12-31 23:25:36,73.47000122070312
2023-12-31 23:26:06,73.47000122070312
2023-12-31 23:26:36,73.47000122070312
2023-12-31 23:27:06,73.58999633789062
2023-12-31 23:27:36,73.58999633789062
2023-12-31 23:28:06,73.66000366210938
2023-12-31 23:28:36,73.7300033569336
2023-12-31 23:29:06,73.7300033569336
2023-12-31 23:29:36,73.83999633789062
2023-12-31 23:30:06,73.83999633789062
2023-12-31 23:30:36,73.83999633789062
2023-12-31 23:31:06,73.97000122070312
2023-12-31 23:31:36,73.97000122070312
2023-12-31 23:32:06,74.0
2023-12-31 23:32:36,74.08999633789062
2023-12-31 23:33:06,74.08999633789062
2023-12-31 23:33:36,74.08999633789062
2023-12-31 23:34:06,74.22000122070312
2023-12-31 23:34:36,74.22000122070312
2023-12-31 23:35:06,74.22000122070312
2023-12-31 23:35:36,74.33999633789062
2023-12-31 23:36:06,74.33999633789062
2023-12-31 23:36:36,74.33999633789062
2023-12-31 23:37:06,74.37000274658203
2023-12-31 23:37:36,74.47000122070312
2023-12-31 23:38:06,74.47000122070312
2023-12-31 23:38:36,74.47000122070312
2023-12-31 23:39:06,74.58999633789062
2023-12-31 23:39:36,74.58999633789062
2023-12-31 23:40:06,74.58999633789062
