2024-06-09T00:00:07.675Z,false,2024-06-09T00:00:07.698Z,2024-06-09T00:00:07.698Z,Good (0x00000000)
2024-06-09T00:01:04.836Z,false,2024-06-09T00:01:04.851Z,2024-06-09T00:01:04.850Z,Good (0x00000000)
2024-06-09T00:02:04.167Z,false,2024-06-09T00:02:04.184Z,2024-06-09T00:02:04.183Z,Good (0x00000000)
2024-06-09T00:03:04.607Z,false,2024-06-09T00:03:04.622Z,2024-06-09T00:03:04.622Z,Good (0x00000000)
2024-06-09T00:04:04.793Z,false,2024-06-09T00:04:04.811Z,2024-06-09T00:04:04.811Z,Good (0x00000000)
2024-06-09T00:05:05.068Z,false,2024-06-09T00:05:05.083Z,2024-06-09T00:05:05.083Z,Good (0x00000000)
2024-06-09T00:06:04.994Z,false,2024-06-09T00:06:05.008Z,2024-06-09T00:06:05.008Z,Good (0x00000000)
2024-06-09T00:07:04.491Z,false,2024-06-09T00:07:04.506Z,2024-06-09T00:07:04.506Z,Good (0x00000000)
2024-06-09T00:08:04.499Z,false,2024-06-09T00:08:04.515Z,2024-06-09T00:08:04.515Z,Good (0x00000000)
2024-06-09T00:09:04.440Z,false,2024-06-09T00:09:04.454Z,2024-06-09T00:09:04.454Z,Good (0x00000000)
2024-06-09T00:10:05.155Z,false,2024-06-09T00:10:05.168Z,2024-06-09T00:10:05.168Z,Good (0x00000000)
2024-06-09T00:11:04.441Z,false,2024-06-09T00:11:04.454Z,2024-06-09T00:11:04.454Z,Good (0x00000000)
2024-06-09T00:12:04.741Z,false,2024-06-09T00:12:04.756Z,2024-06-09T00:12:04.756Z,Good (0x00000000)
2024-06-09T00:13:04.685Z,false,2024-06-09T00:13:04.700Z,2024-06-09T00:13:04.700Z,Good (0x00000000)
2024-06-09T00:14:04.884Z,false,2024-06-09T00:14:04.898Z,2024-06-09T00:14:04.898Z,Good (0x00000000)
2024-06-09T00:15:05.098Z,false,2024-06-09T00:15:05.127Z,2024-06-09T00:15:05.127Z,Good (0x00000000)
2024-06-09T00:16:04.496Z,false,2024-06-09T00:16:04.509Z,2024-06-09T00:16:04.509Z,Good (0x00000000)
2024-06-09T00:17:04.832Z,false,2024-06-09T00:17:04.848Z,2024-06-09T00:17:04.848Z,Good (0x00000000)
2024-06-09T00:18:04.466Z,false,2024-06-09T00:18:04.480Z,2024-06-09T00:18:04.480Z,Good (0x00000000)
2024-06-09T00:19:04.539Z,false,2024-06-09T00:19:04.553Z,2024-06-09T00:19:04.553Z,Good (0x00000000)
2024-06-09T00:20:04.843Z,false,2024-06-09T00:20:04.859Z,2024-06-09T00:20:04.859Z,Good (0x00000000)
2024-06-09T00:21:04.583Z,false,2024-06-09T00:21:04.596Z,2024-06-09T00:21:04.596Z,Good (0x00000000)
2024-06-09T00:22:04.913Z,false,2024-06-09T00:22:04.929Z,2024-06-09T00:22:04.929Z,Good (0x00000000)
2024-06-09T00:23:04.388Z,false,2024-06-09T00:23:04.409Z,2024-06-09T00:23:04.409Z,Good (0x00000000)
2024-06-09T00:24:04.853Z,false,2024-06-09T00:24:04.872Z,2024-06-09T00:24:04.872Z,Good (0x00000000)
2024-06-09T00:25:04.348Z,false,2024-06-09T00:25:04.367Z,2024-06-09T00:25:04.367Z,Good (0x00000000)
2024-06-09T00:26:04.451Z,false,2024-06-09T00:26:04.467Z,2024-06-09T00:26:04.467Z,Good (0x00000000)
2024-06-09T00:27:04.242Z,false,2024-06-09T00:27:04.258Z,2024-06-09T00:27:04.258Z,Good (0x00000000)
2024-06-09T00:28:04.771Z,false,2024-06-09T00:28:04.788Z,2024-06-09T00:28:04.788Z,Good (0x00000000)
2024-06-09T00:29:04.501Z,false,2024-06-09T00:29:04.517Z,2024-06-09T00:29:04.517Z,Good (0x00000000)
2024-06-09T00:30:05.285Z,false,2024-06-09T00:30:05.299Z,2024-06-09T00:30:05.298Z,Good (0x00000000)
2024-06-09T00:31:04.393Z,false,2024-06-09T00:31:04.407Z,2024-06-09T00:31:04.407Z,Good (0x00000000)
2024-06-09T00:32:04.940Z,false,2024-06-09T00:32:04.955Z,2024-06-09T00:32:04.955Z,Good (0x00000000)
2024-06-09T00:33:04.785Z,false,2024-06-09T00:33:04.801Z,2024-06-09T00:33:04.801Z,Good (0x00000000)
2024-06-09T00:34:04.625Z,false,2024-06-09T00:34:04.640Z,2024-06-09T00:34:04.640Z,Good (0x00000000)
2024-06-09T00:35:04.784Z,false,2024-06-09T00:35:04.799Z,2024-06-09T00:35:04.799Z,Good (0x00000000)
2024-06-09T00:36:04.136Z,false,2024-06-09T00:36:04.151Z,2024-06-09T00:36:04.151Z,Good (0x00000000)
2024-06-09T00:37:04.402Z,false,2024-06-09T00:37:04.415Z,2024-06-09T00:37:04.415Z,Good (0x00000000)
2024-06-09T00:38:04.599Z,false,2024-06-09T00:38:04.613Z,2024-06-09T00:38:04.613Z,Good (0x00000000)
2024-06-09T00:39:05.068Z,false,2024-06-09T00:39:05.083Z,2024-06-09T00:39:05.083Z,Good (0x00000000)
2024-06-09T00:40:04.289Z,false,2024-06-09T00:40:04.304Z,2024-06-09T00:40:04.304Z,Good (0x00000000)
