datetime,VZHK2
2024-02-29 23:00:26,2438.139892578125
2024-02-29 23:00:56,2022.9100341796875
2024-02-29 23:01:25,1707.0400390625
2024-02-29 23:01:55,2254.7900390625
2024-02-29 23:02:26,2986.139892578125
2024-02-29 23:02:56,2781.949951171875
2024-02-29 23:03:26,2842.360107421875
2024-02-29 23:03:56,2414.389892578125
2024-02-29 23:04:26,2694.27001953125
2024-02-29 23:04:56,2714.469970703125
2024-02-29 23:05:25,2439.679931640625
2024-02-29 23:05:55,2217.179931640625
2024-02-29 23:06:26,1974.93994140625
2024-02-29 23:06:56,2227.97998046875
2024-02-29 23:07:25,2497.75
2024-02-29 23:07:56,1934.030029296875
2024-02-29 23:08:25,1939.530029296875
2024-02-29 23:08:56,2190.780029296875
2024-02-29 23:09:26,2438.580078125
2024-02-29 23:09:56,2713.030029296875
2024-02-29 23:10:26,2800.590087890625
2024-02-29 23:10:55,2856.510009765625
2024-02-29 23:11:25,2869.2900390625
2024-02-29 23:11:56,2910.2900390625
2024-02-29 23:12:25,2910.8701171875
2024-02-29 23:12:56,3210.4599609375
2024-02-29 23:13:26,3008.56005859375
2024-02-29 23:13:55,2608.72998046875
2024-02-29 23:14:25,2548.030029296875
2024-02-29 23:14:55,2660.919921875
2024-02-29 23:15:26,2803.840087890625
2024-02-29 23:15:56,2996.2900390625
2024-02-29 23:16:26,3020.139892578125
2024-02-29 23:16:56,3027.0400390625
2024-02-29 23:17:26,3001.60009765625
2024-02-29 23:17:56,3012.64990234375
2024-02-29 23:18:26,2990.39990234375
2024-02-29 23:18:56,3004.02001953125
2024-02-29 23:19:26,2983.77001953125
2024-02-29 23:19:56,2998.820068359375
2024-02-29 23:20:26,3089.0400390625
2024-02-29 23:20:55,3461.239990234375
2024-02-29 23:21:26,3023.969970703125
2024-02-29 23:21:56,2787.739990234375
2024-02-29 23:22:26,2846.81005859375
2024-02-29 23:22:55,2861.6201171875
2024-02-29 23:23:26,2904.35009765625
2024-02-29 23:23:56,2992.52001953125
2024-02-29 23:24:25,3141.81005859375
2024-02-29 23:24:56,3133.5400390625
2024-02-29 23:25:26,3114.949951171875
2024-02-29 23:25:56,3069.39990234375
2024-02-29 23:26:26,3065.219970703125
2024-02-29 23:26:56,3031.22998046875
2024-02-29 23:27:26,3035.639892578125
2024-02-29 23:27:56,3008.27001953125
2024-02-29 23:28:26,3017.7900390625
2024-02-29 23:28:56,3080.6201171875
2024-02-29 23:29:26,3210.389892578125
2024-02-29 23:29:56,3186.320068359375
2024-02-29 23:30:26,3155.89990234375
2024-02-29 23:30:56,3173.070068359375
2024-02-29 23:31:26,3292.090087890625
2024-02-29 23:31:56,3007.18994140625
2024-02-29 23:32:26,2331.260009765625
2024-02-29 23:32:56,2250.530029296875
2024-02-29 23:33:26,2430.93994140625
2024-02-29 23:33:56,2452.89990234375
2024-02-29 23:34:26,2450.159912109375
2024-02-29 23:34:56,2683.050048828125
2024-02-29 23:35:26,3103.85009765625
2024-02-29 23:35:56,2917.280029296875
2024-02-29 23:36:26,2265.39990234375
2024-02-29 23:36:56,2330.580078125
2024-02-29 23:37:26,2766.260009765625
2024-02-29 23:37:56,2393.010009765625
2024-02-29 23:38:26,2539.919921875
2024-02-29 23:38:56,2619.77001953125
2024-02-29 23:39:26,2716.550048828125
2024-02-29 23:39:56,3192.010009765625
2024-02-29 23:40:26,2472.860107421875
2024-02-29 23:40:56,2271.010009765625
2024-02-29 23:41:26,2445.989990234375
2024-02-29 23:41:56,2618.139892578125
2024-02-29 23:42:26,2852.139892578125
2024-02-29 23:42:56,2694.02001953125
2024-02-29 23:43:26,2225.909912109375
2024-02-29 23:43:56,2138.860107421875
2024-02-29 23:44:26,2343.969970703125
2024-02-29 23:44:56,2470.570068359375
2024-02-29 23:45:26,2600.239990234375
2024-02-29 23:45:56,2670.1298828125
2024-02-29 23:46:26,2755.25
2024-02-29 23:46:56,2789.77001953125
2024-02-29 23:47:26,2848.419921875
2024-02-29 23:47:56,2862.14990234375
2024-02-29 23:48:26,2904.590087890625
2024-02-29 23:48:56,2905.590087890625
2024-02-29 23:49:26,2938.050048828125
2024-02-29 23:49:56,2931.5400390625
2024-02-29 23:50:26,2958.43994140625
2024-02-29 23:50:56,2947.3701171875
2024-02-29 23:51:26,2970.590087890625
2024-02-29 23:51:56,3024.8798828125
2024-02-29 23:52:26,3167.949951171875
2024-02-29 23:52:56,3169.580078125
2024-02-29 23:53:26,3142.7900390625
2024-02-29 23:53:56,3090.340087890625
2024-02-29 23:54:26,3081.47998046875
2024-02-29 23:54:56,3042.7900390625
2024-02-29 23:55:26,3044.60009765625
2024-02-29 23:55:56,3014.199951171875
2024-02-29 23:56:26,3022.429931640625
2024-02-29 23:56:56,3065.469970703125
2024-02-29 23:57:26,3198.389892578125
2024-02-29 23:57:56,2959.1298828125
2024-02-29 23:58:26,2434.239990234375
2024-02-29 23:58:56,2299.85009765625
2024-02-29 23:59:26,2469.43994140625
2024-02-29 23:59:56,2567.93994140625
2024-03-01 00:00:26,2675.909912109375
2024-03-01 00:00:56,2728.25
2024-03-01 00:01:26,2801.010009765625
2024-03-01 00:01:56,2825.530029296875
2024-03-01 00:02:26,2875.699951171875
2024-03-01 00:02:56,2883.489990234375
2024-03-01 00:03:26,2920.949951171875
2024-03-01 00:03:56,2918.4599609375
2024-03-01 00:04:26,2948.050048828125
