2024-06-22T00:00:08.112Z,76.22000122070312,2024-06-22T00:00:08.127Z,2024-06-22T00:00:08.127Z,Good (0x00000000)
2024-06-22T00:01:05.866Z,76.22000122070312,2024-06-22T00:01:05.882Z,2024-06-22T00:01:05.882Z,Good (0x00000000)
2024-06-22T00:02:04.678Z,76.22000122070312,2024-06-22T00:02:04.693Z,2024-06-22T00:02:04.693Z,Good (0x00000000)
2024-06-22T00:03:04.969Z,76.22000122070312,2024-06-22T00:03:04.984Z,2024-06-22T00:03:04.984Z,Good (0x00000000)
2024-06-22T00:04:04.599Z,76.22000122070312,2024-06-22T00:04:04.613Z,2024-06-22T00:04:04.613Z,Good (0x00000000)
2024-06-22T00:05:05.075Z,76.22000122070312,2024-06-22T00:05:05.097Z,2024-06-22T00:05:05.096Z,Good (0x00000000)
2024-06-22T00:06:05.372Z,76.22000122070312,2024-06-22T00:06:05.386Z,2024-06-22T00:06:05.386Z,Good (0x00000000)
2024-06-22T00:07:05.085Z,76.22000122070312,2024-06-22T00:07:05.101Z,2024-06-22T00:07:05.101Z,Good (0x00000000)
2024-06-22T00:08:04.382Z,76.22000122070312,2024-06-22T00:08:04.396Z,2024-06-22T00:08:04.396Z,Good (0x00000000)
2024-06-22T00:09:04.804Z,76.22000122070312,2024-06-22T00:09:04.818Z,2024-06-22T00:09:04.818Z,Good (0x00000000)
2024-06-22T00:10:05.290Z,76.22000122070312,2024-06-22T00:10:05.304Z,2024-06-22T00:10:05.304Z,Good (0x00000000)
2024-06-22T00:11:04.700Z,76.22000122070312,2024-06-22T00:11:04.713Z,2024-06-22T00:11:04.713Z,Good (0x00000000)
2024-06-22T00:12:04.476Z,76.08000183105469,2024-06-22T00:12:04.490Z,2024-06-22T00:12:04.490Z,Good (0x00000000)
2024-06-22T00:13:05.130Z,76.08000183105469,2024-06-22T00:13:05.144Z,2024-06-22T00:13:05.144Z,Good (0x00000000)
2024-06-22T00:14:04.592Z,76.08000183105469,2024-06-22T00:14:04.607Z,2024-06-22T00:14:04.607Z,Good (0x00000000)
2024-06-22T00:15:04.693Z,76.08000183105469,2024-06-22T00:15:04.707Z,2024-06-22T00:15:04.706Z,Good (0x00000000)
2024-06-22T00:16:04.514Z,76.08000183105469,2024-06-22T00:16:04.528Z,2024-06-22T00:16:04.528Z,Good (0x00000000)
2024-06-22T00:17:04.491Z,76.08000183105469,2024-06-22T00:17:04.505Z,2024-06-22T00:17:04.505Z,Good (0x00000000)
2024-06-22T00:18:05.021Z,76.08000183105469,2024-06-22T00:18:05.034Z,2024-06-22T00:18:05.034Z,Good (0x00000000)
2024-06-22T00:19:04.146Z,76.08000183105469,2024-06-22T00:19:04.160Z,2024-06-22T00:19:04.160Z,Good (0x00000000)
2024-06-22T00:20:05.356Z,76.08000183105469,2024-06-22T00:20:05.375Z,2024-06-22T00:20:05.375Z,Good (0x00000000)
2024-06-22T00:21:04.616Z,76.08000183105469,2024-06-22T00:21:04.630Z,2024-06-22T00:21:04.630Z,Good (0x00000000)
2024-06-22T00:22:04.728Z,76.08000183105469,2024-06-22T00:22:04.742Z,2024-06-22T00:22:04.742Z,Good (0x00000000)
2024-06-22T00:23:04.816Z,76.08000183105469,2024-06-22T00:23:04.829Z,2024-06-22T00:23:04.829Z,Good (0x00000000)
2024-06-22T00:24:05.114Z,76.08000183105469,2024-06-22T00:24:05.129Z,2024-06-22T00:24:05.129Z,Good (0x00000000)
2024-06-22T00:25:04.781Z,76.08000183105469,2024-06-22T00:25:04.795Z,2024-06-22T00:25:04.795Z,Good (0x00000000)
2024-06-22T00:26:05.137Z,76.08000183105469,2024-06-22T00:26:05.151Z,2024-06-22T00:26:05.151Z,Good (0x00000000)
2024-06-22T00:27:04.270Z,76.08000183105469,2024-06-22T00:27:04.284Z,2024-06-22T00:27:04.284Z,Good (0x00000000)
2024-06-22T00:28:04.852Z,76.08000183105469,2024-06-22T00:28:04.868Z,2024-06-22T00:28:04.868Z,Good (0x00000000)
2024-06-22T00:29:05.123Z,76.08000183105469,2024-06-22T00:29:05.140Z,2024-06-22T00:29:05.140Z,Good (0x00000000)
2024-06-22T00:30:04.845Z,76.08000183105469,2024-06-22T00:30:04.859Z,2024-06-22T00:30:04.859Z,Good (0x00000000)
2024-06-22T00:31:04.264Z,76.08000183105469,2024-06-22T00:31:04.280Z,2024-06-22T00:31:04.279Z,Good (0x00000000)
