datetime,VZHK2
2024-01-13 23:00:26,0.0
2024-01-13 23:00:56,0.0
2024-01-13 23:01:26,0.0
2024-01-13 23:01:56,0.0
2024-01-13 23:02:26,0.0
2024-01-13 23:02:56,0.0
2024-01-13 23:03:26,0.0
2024-01-13 23:03:56,0.0
2024-01-13 23:04:26,0.0
2024-01-13 23:04:56,0.0
2024-01-13 23:05:26,0.0
2024-01-13 23:05:56,0.0
2024-01-13 23:06:26,0.0
2024-01-13 23:06:56,0.0
2024-01-13 23:07:26,0.0
2024-01-13 23:07:56,0.0
2024-01-13 23:08:26,0.0
2024-01-13 23:08:56,0.0
2024-01-13 23:09:26,0.0
2024-01-13 23:09:56,0.0
2024-01-13 23:10:26,0.0
2024-01-13 23:10:56,0.0
2024-01-13 23:11:26,0.0
2024-01-13 23:11:56,0.0
2024-01-13 23:12:26,0.0
2024-01-13 23:12:56,0.0
2024-01-13 23:13:26,0.0
2024-01-13 23:13:56,0.0
2024-01-13 23:14:26,0.0
2024-01-13 23:14:56,0.0
2024-01-13 23:15:26,0.0
2024-01-13 23:15:56,0.0
2024-01-13 23:16:26,0.0
2024-01-13 23:16:56,0.0
2024-01-13 23:17:26,0.0
2024-01-13 23:17:56,0.0
2024-01-13 23:18:26,0.0
2024-01-13 23:18:56,0.0
2024-01-13 23:19:26,0.0
2024-01-13 23:19:56,0.0
2024-01-13 23:20:26,0.0
2024-01-13 23:20:56,0.0
2024-01-13 23:21:26,0.0
2024-01-13 23:21:56,0.0
2024-01-13 23:22:26,0.0
2024-01-13 23:22:56,0.0
2024-01-13 23:23:26,0.0
2024-01-13 23:23:56,0.0
2024-01-13 23:24:26,0.0
2024-01-13 23:24:56,0.0
2024-01-13 23:25:26,0.0
2024-01-13 23:25:56,0.0
2024-01-13 23:26:26,0.0
2024-01-13 23:26:56,0.0
2024-01-13 23:27:26,0.0
2024-01-13 23:27:56,0.0
2024-01-13 23:28:26,0.0
2024-01-13 23:28:56,0.0
2024-01-13 23:29:26,0.0
2024-01-13 23:29:56,0.0
2024-01-13 23:30:26,0.0
2024-01-13 23:30:56,0.0
2024-01-13 23:31:26,0.0
2024-01-13 23:31:56,0.0
2024-01-13 23:32:26,0.0
2024-01-13 23:32:56,0.0
2024-01-13 23:33:26,0.0
2024-01-13 23:33:56,0.0
2024-01-13 23:34:26,0.0
2024-01-13 23:34:56,0.0
2024-01-13 23:35:26,0.0
2024-01-13 23:35:56,0.0
2024-01-13 23:36:26,0.0
2024-01-13 23:36:56,0.0
2024-01-13 23:37:26,0.0
2024-01-13 23:37:56,0.0
2024-01-13 23:38:26,0.0
2024-01-13 23:38:56,0.0
2024-01-13 23:39:26,0.0
2024-01-13 23:39:56,0.0
2024-01-13 23:40:26,0.0
2024-01-13 23:40:56,0.0
2024-01-13 23:41:26,0.0
2024-01-13 23:41:56,0.0
2024-01-13 23:42:26,0.0
2024-01-13 23:42:56,0.0
2024-01-13 23:43:26,0.0
2024-01-13 23:43:56,0.0
2024-01-13 23:44:26,0.0
2024-01-13 23:44:56,0.0
2024-01-13 23:45:26,0.0
2024-01-13 23:45:56,0.0
2024-01-13 23:46:26,0.0
2024-01-13 23:46:56,0.0
2024-01-13 23:47:26,0.0
2024-01-13 23:47:56,0.0
2024-01-13 23:48:26,0.0
2024-01-13 23:48:56,0.0
2024-01-13 23:49:26,0.0
2024-01-13 23:49:56,0.0
2024-01-13 23:50:26,0.0
2024-01-13 23:50:56,0.0
2024-01-13 23:51:26,0.0
2024-01-13 23:51:56,0.0
2024-01-13 23:52:26,0.0
2024-01-13 23:52:56,0.0
2024-01-13 23:53:26,0.0
2024-01-13 23:53:56,0.0
2024-01-13 23:54:26,0.0
2024-01-13 23:54:56,0.0
2024-01-13 23:55:26,0.0
2024-01-13 23:55:56,0.0
2024-01-13 23:56:26,0.0
2024-01-13 23:56:56,0.0
2024-01-13 23:57:26,0.0
2024-01-13 23:57:56,0.0
2024-01-13 23:58:26,0.0
2024-01-13 23:58:56,0.0
2024-01-13 23:59:26,0.0
2024-01-13 23:59:56,0.0
2024-01-14 00:00:26,0.0
2024-01-14 00:00:56,0.0
2024-01-14 00:01:26,0.0
2024-01-14 00:01:56,0.0
2024-01-14 00:02:26,0.0
2024-01-14 00:02:56,0.0
2024-01-14 00:03:26,0.0
2024-01-14 00:03:56,0.0
2024-01-14 00:04:26,0.0
2024-01-14 00:04:56,0.0
2024-01-14 00:05:26,0.0
2024-01-14 00:05:56,0.0
2024-01-14 00:06:26,0.0
2024-01-14 00:06:56,0.0
2024-01-14 00:07:26,0.0
2024-01-14 00:07:56,0.0
2024-01-14 00:08:26,0.0
2024-01-14 00:08:56,0.0
2024-01-14 00:09:26,0.0
2024-01-14 00:09:56,0.0
2024-01-14 00:10:26,0.0
2024-01-14 00:10:56,0.0
2024-01-14 00:11:26,0.0
2024-01-14 00:11:56,0.0
2024-01-14 00:12:26,0.0
2024-01-14 00:12:56,0.0
2024-01-14 00:13:26,0.0
2024-01-14 00:13:56,0.0
2024-01-14 00:14:26,0.0
2024-01-14 00:14:56,0.0
2024-01-14 00:15:26,0.0
2024-01-14 00:15:56,0.0
2024-01-14 00:16:26,0.0
2024-01-14 00:16:56,0.0
2024-01-14 00:17:26,0.0
2024-01-14 00:17:56,0.0
2024-01-14 00:18:26,0.0
2024-01-14 00:18:56,0.0
2024-01-14 00:19:26,0.0
2024-01-14 00:19:56,0.0
2024-01-14 00:20:26,0.0
2024-01-14 00:20:56,0.0
2024-01-14 00:21:26,0.0
2024-01-14 00:21:56,0.0
2024-01-14 00:22:26,0.0
2024-01-14 00:22:56,0.0
2024-01-14 00:23:26,0.0
2024-01-14 00:23:56,0.0
2024-01-14 00:24:26,0.0
2024-01-14 00:24:56,0.0
2024-01-14 00:25:26,0.0
2024-01-14 00:25:56,0.0
2024-01-14 00:26:26,0.0
2024-01-14 00:26:56,0.0
2024-01-14 00:27:26,0.0
2024-01-14 00:27:56,0.0
2024-01-14 00:28:26,0.0
2024-01-14 00:28:56,0.0
2024-01-14 00:29:26,0.0
2024-01-14 00:29:56,0.0
2024-01-14 00:30:26,0.0
2024-01-14 00:30:56,0.0
2024-01-14 00:31:26,0.0
2024-01-14 00:31:56,0.0
2024-01-14 00:32:26,0.0
2024-01-14 00:32:56,0.0
2024-01-14 00:33:26,0.0
2024-01-14 00:33:56,0.0
2024-01-14 00:34:26,0.0
2024-01-14 00:34:56,0.0
2024-01-14 00:35:26,0.0
2024-01-14 00:35:56,0.0
2024-01-14 00:36:26,0.0
2024-01-14 00:36:56,0.0
2024-01-14 00:37:26,0.0
2024-01-14 00:37:56,0.0
2024-01-14 00:38:26,0.0
2024-01-14 00:38:56,0.0
2024-01-14 00:39:26,0.0
2024-01-14 00:39:56,0.0
2024-01-14 00:40:26,0.0
2024-01-14 00:40:56,0.0
2024-01-14 00:41:26,0.0
2024-01-14 00:41:57,0.0
2024-01-14 00:42:26,0.0
2024-01-14 00:42:56,0.0
2024-01-14 00:43:26,0.0
2024-01-14 00:43:56,0.0
2024-01-14 00:44:26,0.0
2024-01-14 00:44:56,0.0
2024-01-14 00:45:26,0.0
2024-01-14 00:45:56,0.0
2024-01-14 00:46:26,0.0
2024-01-14 00:46:56,0.0
2024-01-14 00:47:26,0.0
2024-01-14 00:47:56,0.0
2024-01-14 00:48:26,0.0
2024-01-14 00:48:56,0.0
2024-01-14 00:49:26,0.0
2024-01-14 00:49:56,0.0
2024-01-14 00:50:26,0.0
2024-01-14 00:50:56,0.0
2024-01-14 00:51:26,0.0
2024-01-14 00:51:56,0.0
2024-01-14 00:52:26,0.0
2024-01-14 00:52:56,0.0
2024-01-14 00:53:26,0.0
2024-01-14 00:53:56,0.0
2024-01-14 00:54:26,0.0
2024-01-14 00:54:56,0.0
2024-01-14 00:55:26,0.0
2024-01-14 00:55:56,0.0
2024-01-14 00:56:26,0.0
2024-01-14 00:56:56,0.0
2024-01-14 00:57:26,0.0
2024-01-14 00:57:56,0.0
2024-01-14 00:58:26,0.0
2024-01-14 00:58:56,0.0
2024-01-14 00:59:26,0.0
