datetime,VZHK1
2023-12-31 23:00:25,3263.25
2023-12-31 23:00:55,3297.080078125
2023-12-31 23:01:25,3378.739990234375
2023-12-31 23:01:55,3339.1298828125
2023-12-31 23:02:25,3274.260009765625
2023-12-31 23:02:55,3191.919921875
2023-12-31 23:03:25,3160.320068359375
2023-12-31 23:03:55,3165.06005859375
2023-12-31 23:04:25,3276.800048828125
2023-12-31 23:04:55,3259.81005859375
2023-12-31 23:05:25,3212.89990234375
2023-12-31 23:05:55,3205.3701171875
2023-12-31 23:06:25,3307.669921875
2023-12-31 23:06:55,3283.590087890625
2023-12-31 23:07:25,3231.1201171875
2023-12-31 23:07:55,3220.340087890625
2023-12-31 23:08:25,3319.159912109375
2023-12-31 23:08:55,3292.800048828125
2023-12-31 23:09:25,3238.60009765625
2023-12-31 23:09:55,3225.669921875
2023-12-31 23:10:25,3323.409912109375
2023-12-31 23:10:55,3296.35009765625
2023-12-31 23:11:25,3241.199951171875
2023-12-31 23:11:55,3227.860107421875
2023-12-31 23:12:25,3325.159912109375
2023-12-31 23:12:55,3297.489990234375
2023-12-31 23:13:25,3241.989990234375
2023-12-31 23:13:55,3228.449951171875
2023-12-31 23:14:25,3325.679931640625
2023-12-31 23:14:55,3297.97998046875
2023-12-31 23:15:25,3242.4599609375
2023-12-31 23:15:55,3228.929931640625
2023-12-31 23:16:25,3325.830078125
2023-12-31 23:16:55,3298.090087890625
2023-12-31 23:17:25,3242.6201171875
2023-12-31 23:17:55,3228.9599609375
2023-12-31 23:18:25,3325.9599609375
2023-12-31 23:18:55,3359.77001953125
2023-12-31 23:19:25,3427.47998046875
2023-12-31 23:19:55,3376.760009765625
2023-12-31 23:20:25,3303.6298828125
2023-12-31 23:20:55,3276.239990234375
2023-12-31 23:21:25,3362.8798828125
2023-12-31 23:21:55,3326.669921875
2023-12-31 23:22:25,3264.530029296875
2023-12-31 23:22:55,3246.0
2023-12-31 23:23:25,3339.070068359375
2023-12-31 23:23:55,3307.81005859375
2023-12-31 23:24:25,3250.080078125
2023-12-31 23:24:55,3235.030029296875
2023-12-31 23:25:25,3330.669921875
2023-12-31 23:25:55,3301.800048828125
2023-12-31 23:26:25,3245.360107421875
2023-12-31 23:26:55,3169.6201171875
2023-12-31 23:27:25,3142.889892578125
2023-12-31 23:27:55,3151.860107421875
2023-12-31 23:28:25,3266.169921875
2023-12-31 23:28:55,3251.5400390625
2023-12-31 23:29:25,3206.590087890625
